intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
320000,3.55E-05,0.030487805,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003403295.1 Komagataeibacter sp. AV 382 strain=AV 382, ASM340329v1",ca12fae99fe71a2a829ca338ac7446eb,0.097560976,100000,6784,7014220000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.613888918,0.895097393,0.754493155,0.895097393,FALSE,,200698,902120
410000,4.54E-05,0.015673981,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003591035.1 Herbaspirillum sp. K1R23-30 strain=K1R23-30, ASM359103v1",05ff6567a76e6716e6f8421cc91a8538,0.064263323,100000,6785,7014120000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.621176785,0.877478212,0.749327499,0.877478212,FALSE,,200708,902120
1650000,0.000182902,0.012019231,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003635025.1 Saccharopolyspora antimicrobica strain=DSM 45119, ASM363502v1",e4570658a4c7f7c0821324e8718e7d99,0.198317308,100000,6786,7014020000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.663759055,0.925850748,0.794804901,0.925850748,FALSE,,200718,902120
650000,7.21E-05,0.025575448,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003640395.1 Pseudomonas sp. T3 strain=T3, ASM364039v1",185d274905b3eeef54d6d78b265097df,0.166240409,100000,6787,7013920000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.634958283,0.918104718,0.7765315,0.918104718,FALSE,,200728,902120
860000,9.53E-05,0.017793594,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003696345.1 Roseomonas sp. Z23 strain=Z23, ASM369634v1",b02eb2b3bdbfce616a096aedad1f754b,0.153024911,100000,6788,7013820000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.643479861,0.914490397,0.778985129,0.914490397,FALSE,,200738,902120
660000,7.32E-05,0.024752475,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003702705.1 Ornithinimicrobium cerasi strain=CPCC 203383, ASM370270v1",11e91cef9bac3fb5edc45973aac4c57f,0.163366337,100000,6789,7013720000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.635420079,0.917342577,0.776381328,0.917342577,FALSE,,200748,902120
1480000,0.000164058,0.016638935,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003762835.1 Micromonospora sp. HM5-17 strain=HM5-17, ASM376283v1",bbaf4ced179b1f26ce989d9ac3a6af0b,0.24625624,100000,6790,7013620000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.660331144,0.935445392,0.797888268,0.935445392,FALSE,,200758,902120
920000,0.000101982,0.022371365,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003814695.1 Myceligenerans xiligouense strain=DSM 15700, ASM381469v1",a890a1d47cf5557b368602b3c492121e,0.205816555,100000,6791,7013520000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.645549711,0.927488612,0.786519162,0.927488612,FALSE,,200768,902120
1310000,0.000145213,0.011806375,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003853645.1 Burkholderia sp. Bp9143 strain=Bp9143, ASM385364v1",494bcec43751cb655423cdaa9f26f314,0.154663518,100000,6792,7013420000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.656505589,0.914954343,0.785729966,0.914954343,FALSE,,200778,902120
370000,4.10E-05,0.024213075,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003863335.1 Gemmobacter sp. YIM 102744-1 strain=YIM 102744-1, ASM386333v1",ce0a0b8051d2fb35221a90ffb945e7db,0.089588378,100000,6793,7013320000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.6181477,0.891471005,0.754809353,0.891471005,FALSE,,200788,902120
150000,1.66E-05,0.027624309,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003867015.1 Tenacibaculum sp. DSM 106434 strain=DSM 106434, ASM386701v1",e2fc4005ba74be22ecc41cf68bb002ac,0.041436464,100000,6794,7013220000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.592134453,0.85933219,0.725733321,0.85933219,FALSE,,200798,902120
1020000,0.000113067,0.05,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003942765.1 Streptococcus mitis strain=KLC01, ASM394276v1",d4b19e7cc32fabb69267cf0af65d9468,0.51,100000,6795,7013120000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.648729448,0.968444574,0.808587011,0.968444574,FALSE,,200808,902120
910000,0.000100873,0.023310023,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003946885.1 Micrococcaceae bacterium C1-50 strain=C1-50, ASM394688v1",08e5f9b99176d5682d7a23f2b91a01c2,0.212121212,100000,6796,7013020000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.645213834,0.928822177,0.787018005,0.928822177,FALSE,,200818,902120
890000,9.87E-05,0.028328612,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003994255.1 Brachybacterium paraconglomeratum strain=KCTC 9916, ASM399425v1",7a230b8246351bc81b2edea0140596c8,0.252124646,100000,6797,7012920000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.644531401,0.936495059,0.79051323,0.936495059,FALSE,,200828,902120
240000,2.66E-05,0.015360983,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_004115155.1 Granulicella sibirica strain=AF10, ASM411515v1",ebf6fd6905996379cb3ac2b8f8b40487,0.036866359,100000,6798,7012820000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.605536505,0.854563418,0.730049962,0.854563418,FALSE,,200838,902120
670000,7.43E-05,0.016286645,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_004340875.1 Tamaricihabitans halophyticus strain=DSM 45765, ASM434087v1",a5a7bc627dca68fad02dfca2487dedb0,0.109120521,100000,6799,7012720000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.63587526,0.899882944,0.767879102,0.899882944,FALSE,,200848,902120
270000,2.99E-05,0.019920319,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_004342065.1 Primorskyibacter sedentarius strain=DSM 104836, ASM434206v1",0ded8e8df0ec8b269a15f743676819ed,0.053784861,100000,6800,7012620000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.60894233,0.870072095,0.739507213,0.870072095,FALSE,,200858,902120
260000,2.88E-05,0.024937656,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_004342175.1 Thiobaca trueperi strain=DSM 13587, ASM434217v1",157ac8c13abdac846b3d7c2801d01c5a,0.064837905,100000,6801,7012520000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.607848947,0.87785023,0.742849588,0.87785023,FALSE,,200868,902120
230000,2.55E-05,0.01529052,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_004366355.1 Dinghuibacter silviterrae strain=DSM 100059, ASM436635v1",5ba6d771036338018775ab5b5f60db7a,0.035168196,100000,6802,7012420000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.604310538,0.852646575,0.728478557,0.852646575,FALSE,,200878,902120
1600000,0.00017736,0.022075055,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_004522095.1 Nocardioides sp. 503 strain=503, ASM452209v1",aefb9d6b873fdb6abaf1576e50829499,0.353200883,100000,6803,7012320000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.66278715,0.951649947,0.807218548,0.951649947,FALSE,,200888,902120
1280000,0.000141888,0.015748031,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_004682045.1 Pseudomonas nabeulensis strain=E10B, ASM468204v1",a6dd0762e12afdd5986840b9f13a49f9,0.201574803,100000,6804,7012220000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.655781736,0.926569321,0.791175528,0.926569321,FALSE,,200898,902120
1810000,0.000200638,0.011904762,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_005048155.1 Streptomyces sp. jys28 strain=jys28, ASM504815v1",2864eb083d879ac3e20dacf6bf143cff,0.21547619,100000,6805,7012120000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.666690841,0.929516512,0.798103676,0.929516512,FALSE,,200908,902120
380000,4.21E-05,0.025125628,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_005048205.1 Chitiniphilus eburneus strain=HX-2-15, ASM504820v1",161003d500c32c3b1869b64da89717ab,0.095477387,100000,6806,7012020000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.618933195,0.894177699,0.756555447,0.894177699,FALSE,,200918,902120
660000,7.32E-05,0.021097046,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_005160265.1 Phreatobacter sp. NMCR1094 strain=NMCR1094, ASM516026v1",343189afa5efd3228d3d6d2b72d14650,0.139240506,100000,6807,7011920000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.635420079,0.910388856,0.772904468,0.910388856,FALSE,,200928,902120
620000,6.87E-05,0.015748031,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_005221325.1 Agrobacterium tumefaciens strain=CFBP5499, ASM522132v1",18b8aa513805f58188772126f1848565,0.097637795,100000,6808,7011820000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.633531145,0.895130942,0.764331044,0.895130942,FALSE,,200938,902120
1110000,0.000123043,0.018832392,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_005484805.1 Rhodococcus sp. SGAir0479 strain=SGAir0479, ASM548480v1",195d9e0f98de279b11a46170c632fc11,0.209039548,100000,6809,7011720000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.65134685,0.928175128,0.789760989,0.928175128,FALSE,,200948,902120
1780000,0.000197313,0.011695906,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_005889715.1 Actinomadura sp. 14C53 strain=14C53, ASM588971v1",9209aefa921b82396fefd45d88543655,0.208187135,100000,6810,7011620000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.666160446,0.927994545,0.797077495,0.927994545,FALSE,,200958,902120
1150000,0.000127477,0.014836795,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_006152065.1 Amycolatopsis alkalitolerans strain=SYSUP0005, ASM615206v1",baad276e17354c831c0ebdbe47aa29e9,0.170623145,100000,6811,7011520000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.652445821,0.919243099,0.78584446,0.919243099,FALSE,,200968,902120
910000,0.000100873,0.030959752,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_006337065.1 Agromyces sp. HY052 strain=HY052, ASM633706v1",a536f13f6ed6851232560fdd44b81ea7,0.281733746,100000,6812,7011420000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.645213834,0.941459953,0.793336893,0.941459953,FALSE,,200978,902120
2090000,0.000231676,0.011627907,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_006540305.1 Streptomyces sp. 6-11-2 strain=6-11-2, ASM654030v1",e103f0768e543ffcd9f8fcd274468f60,0.243023256,100000,6813,7011320000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.671272942,0.934856894,0.803064918,0.934856894,FALSE,,200988,902120
740000,8.20E-05,0.024213075,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_007197575.1 Ornithinimicrobium sp. H23M54 strain=H23M54, ASM719757v1",7e7cc658cccfa61770f093e4e08f1778,0.179176755,100000,6814,7011220000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.638891367,0.921386796,0.780139081,0.921386796,FALSE,,200998,902120
460000,5.10E-05,0.025906736,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_007421925.1 Natronomonas sp. F16-60 strain=F16-60, ASM742192v1",8fb95bfd7fe2830d8d0dcb4457c2f385,0.119170984,100000,6815,7011120000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.62458986,0.90366637,0.764128115,0.90366637,FALSE,,201008,902120
2170000,0.000240544,0.011223345,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_007655005.1 Streptomyces tibetensis strain=XZ 46, ASM765500v1",360a5320dd028fa4c2caaa4489910b0e,0.243546577,100000,6816,7011020000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.672474735,0.934952658,0.803713696,0.934952658,FALSE,,201018,902120
480000,5.32E-05,0.014326648,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_007746075.1 Planctomycetes bacterium I41 strain=I41, ASM774607v1",1cb387fa8503119af6e20e5023c4fb70,0.068767908,100000,6817,7010920000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.625856968,0.880313617,0.753085292,0.880313617,FALSE,,201028,902120
1710000,0.000189553,0.016778523,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_007830265.1 Micromonospora olivasterospora strain=DSM 43868, ASM783026v1",a9c1649d73ff60a6635d50a1d20e6bec,0.286912752,100000,6818,7010820000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.664888977,0.942276943,0.80358296,0.942276943,FALSE,,201038,902120
130000,1.44E-05,0.013071895,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_007970185.1 Pseudobacter ginsenosidimutans strain=Gsoil 221, ASM797018v1",b200fc8b6e51825a7323481f0e1811fb,0.016993464,100000,6819,7010720000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.588113172,0.823621567,0.70586737,0.823621567,FALSE,,201048,902120
930000,0.00010309,0.03236246,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_007992455.1 Microbacterium saccharophilum strain=NBRC 108778, ASM799245v1",e7315896cf34a359b02962837870d3cd,0.300970874,100000,6820,7010620000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.645882129,0.944425776,0.795153953,0.944425776,FALSE,,201058,902120
560000,6.21E-05,0.031545741,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008017755.1 Lysobacter sp. Alg18-2.2 strain=Alg18-2.2, ASM801775v1",59b3796330fab8e2d3b710d63fefc68e,0.176656151,100000,6821,7010520000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.630467979,0.920765395,0.775616687,0.920765395,FALSE,,201068,902120
650000,7.21E-05,0.025252525,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008040105.1 Lacisediminihabitans profunda strain=CHu50b-6-2, ASM804010v1",6266b3a6e2ef2ca4bcd1ec423fb757af,0.164141414,100000,6822,7010420000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.634958283,0.91754936,0.776253821,0.91754936,FALSE,,201078,902120
1270000,0.000140779,0.021231423,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008087345.1 Marmoricola caldifontis strain=YIM 730233, ASM808734v1",703fe8298977ae2ea6db0948f7c8ee0d,0.269639066,100000,6823,7010320000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.655536857,0.939494884,0.797515871,0.939494884,FALSE,,201088,902120
580000,6.43E-05,0.018050542,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008107625.1 Zoogloea oleivorans strain=Buc, ASM810762v1",66885f128922517f08a3fe4bce024aa5,0.104693141,100000,6824,7010220000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.631522381,0.898109809,0.764816095,0.898109809,FALSE,,201098,902120
1690000,0.000187336,0.010917031,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008123965.1 Bradyrhizobium sp. aSej3 strain=aSej3, ASM812396v1",d567c935184cba737ab735f719fb6e9f,0.184497817,100000,6825,7010120000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.664516591,0.922671703,0.793594147,0.922671703,FALSE,,201108,902120
1440000,0.000159624,0.014492754,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008271805.1 Streptomyces sp. TRM49041 strain=TRM49041, ASM827180v1",b55bc184cd61045f94878c5e48f1ac4b,0.208695652,100000,6826,7010020000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.659470163,0.928102358,0.793786261,0.928102358,FALSE,,201118,902120
430000,4.77E-05,0.022321429,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008297955.1 Halomonas sp. L5 strain=L5, ASM829795v1",5b49ef37627e1acd48206ca986e0ddbd,0.095982143,100000,6827,7009920000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.622587214,0.89440224,0.758494727,0.89440224,FALSE,,201128,902120
480000,5.32E-05,0.021551724,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008477545.1 Roseibium sp. SYSU M00256-3 strain=SYSU M00256-3, ASM847754v1",2bce88b9376d02ca3efc65451cf17148,0.103448276,100000,6828,7009820000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.625856968,0.897598379,0.761727674,0.897598379,FALSE,,201138,902120
720000,7.98E-05,0.034246575,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008641065.1 Rhabdaerophilum calidifontis strain=SYSU G02060, ASM864106v1",88fbb5f0494aa49f70441d34ef084ecd,0.246575342,100000,6829,7009720000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.63805834,0.935503079,0.78678071,0.935503079,FALSE,,201148,902120
350000,3.88E-05,0.022421525,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008692845.1 Salmonella enterica subsp. arizonae strain=CCUG 6322T, ASM869284v1",3107a5f1ab39ebf9c677a1c2af69807b,0.078475336,100000,6830,7009620000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.61651413,0.885866435,0.751190283,0.885866435,FALSE,,201158,902120
630000,6.98E-05,0.023980815,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008710275.1 Histidinibacterium sp. 176SS1-4 strain=176SS1-4, ASM871027v1",bd9494fc25afd874ceb1557da6fa41c6,0.151079137,100000,6831,7009520000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.63401403,0.913933296,0.773973663,0.913933296,FALSE,,201168,902120
580000,6.43E-05,0.017953321,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008757455.1 Microvirga brassicacearum strain=CDVBN77, ASM875745v1",bf728fe9f0b0c2fdebe557d86466edbf,0.104129264,100000,6832,7009420000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.631522381,0.897878872,0.764700627,0.897878872,FALSE,,201178,902120
1090000,0.000120826,0.027100271,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008761635.1 Nocardioides sp. SB3-45 strain=SB3-45, ASM876163v1",a9d22513f5114ea06cbbc7ca02acf1c2,0.295392954,100000,6833,7009320000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.650783142,0.943584849,0.797183995,0.943584849,FALSE,,201188,902120
830000,9.20E-05,0.016393443,1.11E-05,1.11E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_008801835.1 Cupriavidus pauculus strain=CCUG 12507, ASM880183v1",43ffa85f8fa520ab3e6939410daea66e,0.136065574,100000,6834,7009220000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.642392788,0.909389461,0.775891124,0.909389461,FALSE,,201198,902120
